country,city,city_country,mean_pm10_ug_per_m3,year,mean_pm2.5_ug_per_m3,year2
Jordan,Amman,"Amman, Jordan",68,2015,36,2015
Jordan,Al-Karak,"Al-Karak, Jordan",44,2015,19,2015
Kenya,Nairobi,"Nairobi, Kenya",33,2009,17,2009
Kuwait,Al-Shuwaikh,"Al-Shuwaikh, Kuwait",211,2014,87,2014
Kuwait,Ali Subah Al-Salem,"Ali Subah Al-Salem, Kuwait",178,2014,74,2014
Kuwait,Al-Ahmadi,"Al-Ahmadi, Kuwait",167,2014,64,2014
Kuwait,Al-Mansouriya,"Al-Mansouriya, Kuwait",164,2014,68,2014
Kuwait,Al-Salam,"Al-Salam, Kuwait",153,2014,63,2014
Kuwait,Al-Rumaithyia,"Al-Rumaithyia, Kuwait",140,2014,58,2014
Kuwait,Al-Jahra,"Al-Jahra, Kuwait",116,2014,48,2014
Kuwait,Al-Mutla,"Al-Mutla, Kuwait",114,2014,47,2014
Kuwait,Saad Al-Abdullah,"Saad Al-Abdullah, Kuwait",111,2014,46,2014
Kuwait,Al-Fahaheel,"Al-Fahaheel, Kuwait",106,2014,44,2014
Kuwait,Shuaiba,"Shuaiba, Kuwait",62,2014,26,2014
Latvia,Riga,"Riga, Latvia",33,2013,16,2013
Latvia,LIEPAJA,"LIEPAJA, Latvia",24,2013,18,2013
Latvia,REZEKNE,"REZEKNE, Latvia",22,2013,17,2013
Latvia,VENTSPILS,"VENTSPILS, Latvia",17,2013,11,2013
Lebanon,Beirut,"Beirut, Lebanon",41,2014,31,2014
Lebanon,Zahle,"Zahle, Lebanon",40,2014,33,2014
Lebanon,Saida,"Saida, Lebanon",37,2014,30,2014
Lebanon,Baalbak,"Baalbak, Lebanon",34,2014,26,2014
Liberia,Buchanan (rural),"Buchanan (rural), Liberia",66,2009,9,2009
Liberia,Sanniquellie (rural),"Sanniquellie (rural), Liberia",52,2009,10,2009
Lithuania,SIAULIAI,"SIAULIAI, Lithuania",36,2013,23,2013
Lithuania,KLAIPEDA,"KLAIPEDA, Lithuania",32,2013,20,2013
Lithuania,PANEVEZYS,"PANEVEZYS, Lithuania",31,2013,20,2013
Lithuania,KEDAINIAI,"KEDAINIAI, Lithuania",30,2013,19,2013
Lithuania,JONAVA,"JONAVA, Lithuania",28,2013,18,2013
Lithuania,MAZEIKIAI,"MAZEIKIAI, Lithuania",27,2013,18,2013
Lithuania,KAUNAS,"KAUNAS, Lithuania",27,2013,19,2013
Lithuania,VILNIUS,"VILNIUS, Lithuania",26,2013,22,2013
Lithuania,NAUJOJI AKMENE,"NAUJOJI AKMENE, Lithuania",25,2013,16,2013
Luxembourg,LUXEMBOURG,"LUXEMBOURG, Luxembourg",22,2013,16,2013
Luxembourg,ESCH-SUR-ALZETTE,"ESCH-SUR-ALZETTE, Luxembourg",21,2013,15,2013
Luxembourg,BEKERICH,"BEKERICH, Luxembourg",16,2013,11,2013
Madagascar,Antanarivo,"Antanarivo, Madagascar",59,2008,36,2008
Malaysia,Petaling Jaya,"Petaling Jaya, Malaysia",47,2014,24,2014
Malaysia,Bayan Lepas,"Bayan Lepas, Malaysia",33,2014,17,2014
Malaysia,Senai,"Senai, Malaysia",30,2014,15,2014
Malaysia,Kuantan,"Kuantan, Malaysia",27,2014,14,2014
Malaysia,Kuching,"Kuching, Malaysia",26,2014,13,2014
Malaysia,Tanah Rata,"Tanah Rata, Malaysia",19,2014,10,2014
Maldives,Male,"Male, Maldives",20,2011,11,2011
Malta,MSIDA,"MSIDA, Malta",38,2013,17,2013
Malta,PAOLA,"PAOLA, Malta",27,2013,12,2013
Malta,GHARB,"GHARB, Malta",24,2013,11,2013
Malta,ZEJTUN,"ZEJTUN, Malta",22,2013,10,2013
Mauritius,"Beau Bassin/Rose Hill, Coromandel","Beau Bassin/Rose Hill, Coromandel, Mauritius",130,2011,66,2011
Mauritius,"Bramsthan, Flacq","Bramsthan, Flacq, Mauritius",36,2010,18,2010
Mauritius,Port Louis,"Port Louis, Mauritius",27,2015,14,2015
Mauritius,Vacoas,"Vacoas, Mauritius",27,2015,14,2015
Mauritius,Midlands,"Midlands, Mauritius",20,2011,10,2011
Mexico,Monterrey,"Monterrey, Mexico",85,2011,36,2011
Mexico,Toluca,"Toluca, Mexico",80,2011,33,2011
Mexico,Salamanca,"Salamanca, Mexico",60,2011,28,2011
Mexico,Leòn,"Leòn, Mexico",57,2011,27,2011
Mexico,Irapuato,"Irapuato, Mexico",54,2011,25,2011
Mexico,Silao,"Silao, Mexico",50,2011,23,2011
Mexico,Mexico city,"Mexico city, Mexico",42,2014,19,2014
Mexico,Guadalajara,"Guadalajara, Mexico",41,2011,19,2011
Mexico,Puebla,"Puebla, Mexico",32,2011,19,2011
Monaco,Monaco,"Monaco, Monaco",14,2013,9,2013
Mongolia,Ulaanbaatar,"Ulaanbaatar, Mongolia",165,2010,75,2010
Montenegro,Pljevlja,"Pljevlja, Montenegro",77,2014,41,2014
Montenegro,Nikšic,"Nikšic, Montenegro",43,2014,22,2014
Montenegro,Podgorica,"Podgorica, Montenegro",34,2014,21,2014
Montenegro,Bar,"Bar, Montenegro",27,2014,25,2014
Montenegro,Tivat,"Tivat, Montenegro",25,2014,16,2014
Morocco,Casablanca,"Casablanca, Morocco",60,2013,25,2013
Morocco,Marrakech,"Marrakech, Morocco",57,2012,24,2012
Morocco,Tanger,"Tanger, Morocco",57,2013,24,2013
Morocco,Meknes,"Meknes, Morocco",46,2008,28,2009
Morocco,Fès,"Fès, Morocco",40,2013,16,2013
Morocco,Salé,"Salé, Morocco",31,2011,13,2011
Morocco,Safi,"Safi, Morocco",21,2011,8,2011
Myanmar,Pyin Oo Lwin,"Pyin Oo Lwin, Myanmar",140,2012,77,2012
Myanmar,Taungoo,"Taungoo, Myanmar",137,2013,76,2013
Myanmar,Kyaukphyu,"Kyaukphyu, Myanmar",136,2009,75,2009
Myanmar,Namkham,"Namkham, Myanmar",127,2012,70,2012
Myanmar,Mawlamyaing,"Mawlamyaing, Myanmar",124,2012,68,2012
Myanmar,Yenanchaung,"Yenanchaung, Myanmar",120,2009,66,2009
Myanmar,Nyaung Oo,"Nyaung Oo, Myanmar",91,2013,50,2013
Myanmar,Kyauk Pa Taung,"Kyauk Pa Taung, Myanmar",89,2013,49,2013
Myanmar,Sintgaing,"Sintgaing, Myanmar",80,2009,44,2009
Myanmar,Thaungtha,"Thaungtha, Myanmar",80,2009,44,2009
Myanmar,Kathar,"Kathar, Myanmar",76,2013,42,2013
Myanmar,Meikhtilar,"Meikhtilar, Myanmar",59,2013,32,2013
Myanmar,Pyay-Aunglan,"Pyay-Aunglan, Myanmar",44,2013,24,2013
Myanmar,Namthu,"Namthu, Myanmar",31,2012,17,2012
Nepal,Kathmandu,"Kathmandu, Nepal",88,2013,49,2013
Netherlands,VELSEN,"VELSEN, Netherlands",27,2013,16,2013
Netherlands,HOEK VAN HOLLAND,"HOEK VAN HOLLAND, Netherlands",26,2013,13,2013
Netherlands,IJMUIDEN,"IJMUIDEN, Netherlands",25,2013,15,2013
Netherlands,WIJK AAN ZEE,"WIJK AAN ZEE, Netherlands",25,2013,15,2013
Netherlands,GRONINGEN,"GRONINGEN, Netherlands",24,2013,13,2013
Netherlands,NIJMEGEN,"NIJMEGEN, Netherlands",24,2013,14,2013
Netherlands,ZAANDAM,"ZAANDAM, Netherlands",24,2013,14,2013
Netherlands,DORDRECHT,"DORDRECHT, Netherlands",24,2013,15,2013
Netherlands,ROTTERDAM,"ROTTERDAM, Netherlands",23,2013,14,2013
Netherlands,AMSTERDAM,"AMSTERDAM, Netherlands",23,2013,15,2013
Netherlands,DEN HAAG,"DEN HAAG, Netherlands",22,2013,14,2013
Netherlands,HEERLEN,"HEERLEN, Netherlands",22,2013,16,2013
Netherlands,EINDHOVEN,"EINDHOVEN, Netherlands",22,2013,14,2013
Netherlands,HILVERSUM,"HILVERSUM, Netherlands",22,2013,14,2013
Netherlands,BREDA,"BREDA, Netherlands",22,2013,14,2013
Netherlands,HOOFDDORP,"HOOFDDORP, Netherlands",21,2013,14,2013
Netherlands,BEVERWIJK,"BEVERWIJK, Netherlands",21,2013,13,2013
Netherlands,LEIDEN,"LEIDEN, Netherlands",21,2013,13,2013
Netherlands,ENSCHEDE,"ENSCHEDE, Netherlands",21,2013,13,2013
Netherlands,DE RIJP,"DE RIJP, Netherlands",20,2013,13,2013
Netherlands,MAASSLUIS,"MAASSLUIS, Netherlands",20,2013,13,2013
Netherlands,SCHIEDAM,"SCHIEDAM, Netherlands",19,2013,14,2013
Netherlands,UTRECHT,"UTRECHT, Netherlands",19,2013,12,2013
Netherlands,MOERDIJK,"MOERDIJK, Netherlands",18,2013,12,2013
New Zealand,Timaru,"Timaru, New Zealand",27,2012,15,2012
New Zealand,Invercargill,"Invercargill, New Zealand",23,2012,11,2012
New Zealand,Gore,"Gore, New Zealand",22,2012,10,2012
New Zealand,Alexandra,"Alexandra, New Zealand",21,2012,10,2012
New Zealand,Ashburton,"Ashburton, New Zealand",21,2012,10,2012
New Zealand,Christchurch,"Christchurch, New Zealand",20,2012,10,2012
New Zealand,Nelson Airshed B,"Nelson Airshed B, New Zealand",20,2012,9,2012
New Zealand,Geraldine,"Geraldine, New Zealand",20,2012,9,2012
New Zealand,Richmond,"Richmond, New Zealand",19,2012,9,2012
New Zealand,Nelson Airshed A,"Nelson Airshed A, New Zealand",18,2012,9,2012
New Zealand,Blenheim,"Blenheim, New Zealand",18,2012,9,2012
New Zealand,Kaiapoi,"Kaiapoi, New Zealand",18,2012,8,2012
New Zealand,Rotorua,"Rotorua, New Zealand",18,2012,8,2012
New Zealand,Dunedin,"Dunedin, New Zealand",18,2012,8,2012
New Zealand,Hawkes Bay,"Hawkes Bay, New Zealand",18,2012,8,2012
New Zealand,Waimate,"Waimate, New Zealand",17,2012,8,2012
New Zealand,Rangiora,"Rangiora, New Zealand",17,2012,8,2012
New Zealand,Tokoroa,"Tokoroa, New Zealand",17,2012,8,2012
New Zealand,Taumarunui,"Taumarunui, New Zealand",16,2012,8,2012
New Zealand,Washdyke,"Washdyke, New Zealand",16,2012,8,2012
New Zealand,Te Kuiti,"Te Kuiti, New Zealand",16,2012,7,2012
New Zealand,Hastings,"Hastings, New Zealand",15,2012,7,2012
New Zealand,Whangarei,"Whangarei, New Zealand",15,2012,7,2012
New Zealand,Auckland,"Auckland, New Zealand",14,2012,5,2012
New Zealand,Masterton,"Masterton, New Zealand",14,2012,11,2012
New Zealand,Taihape,"Taihape, New Zealand",13,2012,6,2012
New Zealand,Napier,"Napier, New Zealand",13,2012,6,2012
New Zealand,Hamilton,"Hamilton, New Zealand",13,2012,6,2012
New Zealand,Ngaruawahia,"Ngaruawahia, New Zealand",13,2012,6,2012
New Zealand,Taupo,"Taupo, New Zealand",12,2012,6,2012
New Zealand,Wellington,"Wellington, New Zealand",12,2012,6,2012
New Zealand,Matamata,"Matamata, New Zealand",12,2012,6,2012
New Zealand,Tauranga,"Tauranga, New Zealand",12,2012,5,2012
New Zealand,Porirua,"Porirua, New Zealand",12,2012,5,2012
New Zealand,Putaruru,"Putaruru, New Zealand",11,2012,5,2012
New Zealand,Lower Hutt,"Lower Hutt, New Zealand",10,2012,4,2012
New Zealand,Upper Hutt,"Upper Hutt, New Zealand",10,2012,4,2012
New Zealand,Wainuiomata,"Wainuiomata, New Zealand",10,2012,4,2012
New Zealand,Turangi,"Turangi, New Zealand",10,2012,4,2012
New Zealand,Te Anau,"Te Anau, New Zealand",5,2012,2,2012
Nigeria,Onitsha,"Onitsha, Nigeria",593,2009,66,2009
Nigeria,Kaduna,"Kaduna, Nigeria",422,2013,89,2013
Nigeria,Aba,"Aba, Nigeria",373,2009,49,2009
Nigeria,Umuahia,"Umuahia, Nigeria",273,2009,40,2009
Nigeria,Owerri,"Owerri, Nigeria",157,2009,44,2009
Nigeria,Nsukka,"Nsukka, Nigeria",116,2009,14,2009
Nigeria,Enugu,"Enugu, Nigeria",115,2009,14,2009
Nigeria,Ile-Ife,"Ile-Ife, Nigeria",103,2010,26,2010
Nigeria,Abakaliki,"Abakaliki, Nigeria",87,2009,28,2009
Nigeria,Afikpo,"Afikpo, Nigeria",71,2009,25,2009
Nigeria,Nnewi,"Nnewi, Nigeria",56,2009,23,2009
Nigeria,Orlu,"Orlu, Nigeria",51,2009,16,2009
Norway,DRAMMEN,"DRAMMEN, Norway",27,2013,13,2013
Norway,FREDRIKSTAD,"FREDRIKSTAD, Norway",27,2013,13,2013
Norway,OSLO,"OSLO, Norway",22,2013,10,2013
Norway,STAVANGER,"STAVANGER, Norway",22,2013,8,2013
Norway,MO I RANA,"MO I RANA, Norway",20,2013,9,2013
Norway,KRISTIANSAND,"KRISTIANSAND, Norway",19,2013,9,2013
Norway,BERGEN,"BERGEN, Norway",18,2013,8,2013
Norway,TRONDHEIM,"TRONDHEIM, Norway",18,2013,7,2013
Norway,LILLEHAMMER,"LILLEHAMMER, Norway",18,2013,7,2013
Norway,BAERUM,"BAERUM, Norway",16,2013,10,2013
Norway,AALESUND,"AALESUND, Norway",16,2013,7,2013
Norway,TROMSØ,"TROMSØ, Norway",15,2013,7,2013
Oman,Muscat,"Muscat, Oman",82,2009,34,2009
Pakistan,Peshawar,"Peshawar, Pakistan",540,2010,111,2010
Pakistan,Rawalpindi,"Rawalpindi, Pakistan",448,2010,107,2010
Pakistan,Karachi,"Karachi, Pakistan",289,2009,88,2009
Pakistan,Islamabad,"Islamabad, Pakistan",216,2011,66,2011
Pakistan,Lahore,"Lahore, Pakistan",198,2010,68,2010
Panama,Panama,"Panama, Panama",31,2013,14,2013
Paraguay,Asunción,"Asunción, Paraguay",33,2010,18,2010
Peru,Lima,"Lima, Peru",87,2013,47,2013
Philippines,Baguio City,"Baguio City, Philippines",84,2013,44,2013
Philippines,San Carlos City,"San Carlos City, Philippines",61,2013,32,2013
Philippines,Manila,"Manila, Philippines",55,2013,17,2014
Philippines,Cebu,"Cebu, Philippines",53,2013,28,2013
Philippines,Daguapan City,"Daguapan City, Philippines",51,2013,26,2013
Philippines,Zamboanga City,"Zamboanga City, Philippines",48,2013,25,2013
Philippines,Urdaneta,"Urdaneta, Philippines",45,2013,23,2013
Philippines,Davao City,"Davao City, Philippines",21,2013,11,2013
Poland,ZYWIEC,"ZYWIEC, Poland",58,2013,43,2013
Poland,PSZCZYNA,"PSZCZYNA, Poland",57,2013,42,2013
Poland,RYBNIK,"RYBNIK, Poland",53,2013,39,2013
Poland,WODZISLAW SLASKI,"WODZISLAW SLASKI, Poland",53,2013,39,2013
Poland,OPOCZNO,"OPOCZNO, Poland",53,2013,39,2013
Poland,SUCHA BESKIDZKA,"SUCHA BESKIDZKA, Poland",53,2013,39,2013
Poland,KRAKOW,"KRAKOW, Poland",51,2013,37,2013
Poland,GODOW,"GODOW, Poland",50,2013,38,2013
Poland,SKAWINA,"SKAWINA, Poland",49,2013,36,2013
Poland,NIEPOLOMICE,"NIEPOLOMICE, Poland",48,2013,35,2013
Poland,TUCHOW,"TUCHOW, Poland",48,2013,35,2013
Poland,KNUROW,"KNUROW, Poland",48,2013,35,2013
Poland,ZABRZE,"ZABRZE, Poland",47,2013,34,2013
Poland,WADOWICE,"WADOWICE, Poland",47,2013,34,2013
Poland,NOWA RUDA,"NOWA RUDA, Poland",47,2013,34,2013
Poland,PROSZOWICE,"PROSZOWICE, Poland",46,2013,34,2013
Poland,BRZEZINY,"BRZEZINY, Poland",45,2013,33,2013
Poland,GLIWICE,"GLIWICE, Poland",45,2013,34,2013
Poland,NOWY SACZ,"NOWY SACZ, Poland",45,2013,35,2013
Poland,KATOWICE,"KATOWICE, Poland",45,2013,34,2013
Poland,ZDUNSKA WOLA,"ZDUNSKA WOLA, Poland",45,2013,33,2013
Poland,ZORY,"ZORY, Poland",44,2013,31,2013
Poland,RAWA MAZOWIECKA,"RAWA MAZOWIECKA, Poland",44,2013,32,2013
Poland,SOSNOWIEC,"SOSNOWIEC, Poland",44,2013,32,2013
Poland,NAKLO,"NAKLO, Poland",43,2013,32,2013
Poland,DABROWA GORNICZA,"DABROWA GORNICZA, Poland",43,2013,32,2013
Poland,TYCHY,"TYCHY, Poland",42,2013,31,2013
Poland,TOMASZOW MAZOWIECKI,"TOMASZOW MAZOWIECKI, Poland",42,2013,31,2013
Poland,JAROSLAW,"JAROSLAW, Poland",42,2013,31,2013
Poland,MIELEC,"MIELEC, Poland",42,2013,31,2013
Poland,ZAWIERCIE,"ZAWIERCIE, Poland",41,2013,31,2013
Poland,BIELSKO BIALA,"BIELSKO BIALA, Poland",41,2013,33,2013
Poland,MYSZKOW,"MYSZKOW, Poland",41,2013,30,2013
Poland,NOWY TOMYSL,"NOWY TOMYSL, Poland",41,2013,30,2013
Poland,TARNOWSKIE GORY,"TARNOWSKIE GORY, Poland",41,2013,30,2013
Poland,JELENIA GORA,"JELENIA GORA, Poland",40,2013,30,2013
Poland,OLESNO,"OLESNO, Poland",40,2013,29,2013
Poland,SIERADZ,"SIERADZ, Poland",39,2013,28,2013
Poland,PIOTRKOW TRYBUNALSKI,"PIOTRKOW TRYBUNALSKI, Poland",38,2013,30,2013
Poland,KEDZIERZYN-KOZLE,"KEDZIERZYN-KOZLE, Poland",38,2013,32,2013
Poland,BOCHNIA,"BOCHNIA, Poland",38,2013,29,2013
Poland,STAROGARD GDANSKI,"STAROGARD GDANSKI, Poland",38,2013,28,2013
Poland,LODZ,"LODZ, Poland",38,2013,26,2013
Poland,KLUCZBORK,"KLUCZBORK, Poland",38,2013,27,2013
Poland,PABIANICE,"PABIANICE, Poland",38,2013,28,2013
Poland,OTWOCK,"OTWOCK, Poland",38,2013,28,2013
Poland,OSTROW WIELKOPOLSKI,"OSTROW WIELKOPOLSKI, Poland",38,2013,28,2013
Poland,SKIERNIEWICE,"SKIERNIEWICE, Poland",38,2013,28,2013
Poland,LEGNICA,"LEGNICA, Poland",37,2013,26,2013
Poland,ZAKOPANE,"ZAKOPANE, Poland",37,2013,31,2013
Poland,ZYRARDOW,"ZYRARDOW, Poland",37,2013,27,2013
Poland,RADOMSKO,"RADOMSKO, Poland",37,2013,27,2013
Poland,KOSCIERZYNA,"KOSCIERZYNA, Poland",36,2013,27,2013
Poland,SWIDNICA,"SWIDNICA, Poland",36,2013,27,2013
Poland,WROCLAW,"WROCLAW, Poland",36,2013,29,2013
Poland,CIESZYN,"CIESZYN, Poland",36,2013,26,2013
Poland,KIELCE,"KIELCE, Poland",35,2013,28,2013
Poland,ZGIERZ,"ZGIERZ, Poland",35,2013,27,2013
Poland,PIASTOW,"PIASTOW, Poland",35,2013,27,2013
Poland,RADOM,"RADOM, Poland",35,2013,24,2013
Poland,CZESTOCHOWA,"CZESTOCHOWA, Poland",35,2013,28,2013
Poland,NISKO,"NISKO, Poland",34,2013,25,2013
Poland,BYDGOSZCZ,"BYDGOSZCZ, Poland",34,2013,20,2013
Poland,JASLO,"JASLO, Poland",34,2013,25,2013
Poland,KALISZ,"KALISZ, Poland",34,2013,32,2013
Poland,TRZEBINIA,"TRZEBINIA, Poland",34,2013,27,2013
Poland,SZCZAWNO ZDROJ,"SZCZAWNO ZDROJ, Poland",34,2013,25,2013
Poland,OLAWA,"OLAWA, Poland",34,2013,25,2013
Poland,TARNOW,"TARNOW, Poland",33,2013,27,2013
Poland,PULAWY,"PULAWY, Poland",33,2013,24,2013
Poland,KROSNO,"KROSNO, Poland",33,2013,27,2013
Poland,LEGIONOWO,"LEGIONOWO, Poland",33,2013,24,2013
Poland,STARACHOWICE,"STARACHOWICE, Poland",33,2013,26,2013
Poland,POLANIEC,"POLANIEC, Poland",33,2013,26,2013
Poland,WALBRZYCH,"WALBRZYCH, Poland",33,2013,23,2013
Poland,WARSZAWA,"WARSZAWA, Poland",33,2013,26,2013
Poland,GNIEZNO,"GNIEZNO, Poland",33,2013,24,2013
Poland,SIEDLCE,"SIEDLCE, Poland",32,2013,28,2013
Poland,MLAWA,"MLAWA, Poland",32,2013,23,2013
Poland,SITKOWKA NOWINY,"SITKOWKA NOWINY, Poland",32,2013,23,2013
Poland,LUBLINIEC,"LUBLINIEC, Poland",32,2013,23,2013
Poland,ZLOTORYJA,"ZLOTORYJA, Poland",32,2013,23,2013
Poland,BELSK DUZY,"BELSK DUZY, Poland",31,2013,23,2013
Poland,RZESZOW,"RZESZOW, Poland",31,2013,25,2013
Poland,GLOGOW,"GLOGOW, Poland",31,2013,23,2013
Poland,OPOLE,"OPOLE, Poland",31,2013,23,2013
Poland,ZAMOSC,"ZAMOSC, Poland",31,2013,22,2013
Poland,OLESNICA,"OLESNICA, Poland",31,2013,22,2013
Poland,BUSKO-ZDROJ,"BUSKO-ZDROJ, Poland",30,2013,24,2013
Poland,GRUDZIADZ,"GRUDZIADZ, Poland",30,2013,22,2013
Poland,GORLICE,"GORLICE, Poland",30,2013,22,2013
Poland,WAGROWIEC,"WAGROWIEC, Poland",30,2013,22,2013
Poland,WLOCLAWEK,"WLOCLAWEK, Poland",30,2013,19,2013
Poland,LESZNO,"LESZNO, Poland",30,2013,22,2013
Poland,KONIN,"KONIN, Poland",30,2013,22,2013
Poland,KRASNIK,"KRASNIK, Poland",30,2013,22,2013
Poland,ZGORZELEC,"ZGORZELEC, Poland",30,2013,23,2013
Poland,RUDNA,"RUDNA, Poland",29,2013,22,2013
Poland,KLODZKO,"KLODZKO, Poland",29,2013,22,2013
Poland,POLKOWICE,"POLKOWICE, Poland",29,2013,21,2013
Poland,LUBLIN,"LUBLIN, Poland",29,2013,21,2013
Poland,CHELM,"CHELM, Poland",29,2013,21,2013
Poland,SANOK,"SANOK, Poland",29,2013,21,2013
Poland,TARNOWO PODGORNE,"TARNOWO PODGORNE, Poland",28,2013,21,2013
Poland,KONICZYNKA,"KONICZYNKA, Poland",28,2013,21,2013
Poland,DZIERZONIOW,"DZIERZONIOW, Poland",28,2013,21,2013
Poland,TORUN,"TORUN, Poland",28,2013,16,2013
Poland,ZABKOWICE SLASKIE,"ZABKOWICE SLASKIE, Poland",28,2013,20,2013
Poland,PLOCK,"PLOCK, Poland",27,2013,21,2013
Poland,TARNOWEK,"TARNOWEK, Poland",27,2013,20,2013
Poland,RADZYN PODLASKI,"RADZYN PODLASKI, Poland",27,2013,20,2013
Poland,ZLOTY POTOK,"ZLOTY POTOK, Poland",27,2013,22,2013
Poland,CIECHANOW,"CIECHANOW, Poland",27,2013,20,2013
Poland,BIALA PODLASKA,"BIALA PODLASKA, Poland",27,2013,20,2013
Poland,PILA,"PILA, Poland",27,2013,20,2013
Poland,LOMZA,"LOMZA, Poland",27,2013,27,2013
Poland,POZNAN,"POZNAN, Poland",26,2013,20,2013
Poland,SULECIN,"SULECIN, Poland",26,2013,19,2013
Poland,WSCHOWA,"WSCHOWA, Poland",26,2013,22,2013
Poland,NIDZICA,"NIDZICA, Poland",26,2013,19,2013
Poland,ZIELONA GORA,"ZIELONA GORA, Poland",26,2013,20,2013
Poland,DZIALOSZYN,"DZIALOSZYN, Poland",25,2013,19,2013
Poland,OZAROW,"OZAROW, Poland",25,2013,19,2013
Poland,SZCZECINEK,"SZCZECINEK, Poland",25,2013,14,2013
Poland,GORZOW WLKP.,"GORZOW WLKP., Poland",25,2013,16,2013
Poland,MYSLIBORZ,"MYSLIBORZ, Poland",25,2013,18,2013
Poland,OSTROLEKA,"OSTROLEKA, Poland",24,2013,18,2013
Poland,BIALYSTOK,"BIALYSTOK, Poland",24,2013,19,2013
Poland,GAJEW,"GAJEW, Poland",24,2013,18,2013
Poland,KWIDZYN,"KWIDZYN, Poland",24,2013,17,2013
Poland,SWIECIE,"SWIECIE, Poland",24,2013,17,2013
Poland,MALBORK,"MALBORK, Poland",24,2013,17,2013
Poland,WIDUCHOWA,"WIDUCHOWA, Poland",23,2013,17,2013
Poland,SZCZECIN,"SZCZECIN, Poland",22,2013,15,2013
Poland,ELBLAG,"ELBLAG, Poland",22,2013,17,2013
Poland,GOLDAP,"GOLDAP, Poland",22,2013,16,2013
Poland,SLUPSK,"SLUPSK, Poland",22,2013,16,2013
Poland,GRANICA,"GRANICA, Poland",21,2013,15,2013
Poland,OLSZTYN,"OLSZTYN, Poland",21,2013,16,2013
Poland,TUCHOLA,"TUCHOLA, Poland",21,2013,15,2013
Poland,KOSZALIN,"KOSZALIN, Poland",21,2013,11,2013
Poland,CIECHOCINEK,"CIECHOCINEK, Poland",21,2013,15,2013
Poland,OSTRODA,"OSTRODA, Poland",20,2013,16,2013
Poland,BOGATYNIA,"BOGATYNIA, Poland",20,2013,15,2013
Poland,GDANSK,"GDANSK, Poland",20,2013,13,2013
Poland,RADOMIERZYCE,"RADOMIERZYCE, Poland",20,2013,14,2013
Poland,SUWALKI,"SUWALKI, Poland",19,2013,14,2013
Poland,WYSZKOW,"WYSZKOW, Poland",18,2013,13,2013
Poland,WLADYSLAWOWO,"WLADYSLAWOWO, Poland",18,2013,13,2013
Poland,ZIELONKA,"ZIELONKA, Poland",17,2013,14,2013
Poland,SOPOT,"SOPOT, Poland",16,2013,12,2013
Poland,GDYNIA,"GDYNIA, Poland",16,2013,11,2013
Poland,JASNA GORA,"JASNA GORA, Poland",15,2013,11,2013
Poland,INOWROCLAW,"INOWROCLAW, Poland",10,2013,7,2013
Portugal,Ílhavo,"Ílhavo, Portugal",21,2014,14,2014
Portugal,Albufeira,"Albufeira, Portugal",19,2014,13,2014
Portugal,Coimbra,"Coimbra, Portugal",17,2014,12,2014
Portugal,Faro,"Faro, Portugal",16,2014,11,2014
Portugal,Vila do Conde,"Vila do Conde, Portugal",16,2014,11,2014
Portugal,Lisboa,"Lisboa, Portugal",15,2014,11,2014
Portugal,Almada,"Almada, Portugal",14,2014,8,2014
Portugal,Loures,"Loures, Portugal",13,2014,9,2014
Portugal,Braga,"Braga, Portugal",12,2014,8,2014
Portugal,Vila Franca de Xira,"Vila Franca de Xira, Portugal",12,2014,8,2014
Portugal,Sintra,"Sintra, Portugal",11,2014,7,2014
Portugal,Santo Tirso,"Santo Tirso, Portugal",9,2014,6,2014
Qatar,Doha,"Doha, Qatar",167,2012,93,2012
Qatar,Al Wakrah,"Al Wakrah, Qatar",152,2012,85,2012
Republic of Korea,Gyeonggi,"Gyeonggi, Republic of Korea",54,2014,28,2014
Republic of Korea,Chungbuk,"Chungbuk, Republic of Korea",52,2014,27,2014
Republic of Korea,Gangwon,"Gangwon, Republic of Korea",51,2014,26,2014
Republic of Korea,Jeonbuk,"Jeonbuk, Republic of Korea",51,2014,26,2014
Republic of Korea,Gyeongbuk,"Gyeongbuk, Republic of Korea",49,2014,25,2014
Republic of Korea,Incheon,"Incheon, Republic of Korea",49,2014,25,2014
Republic of Korea,Busan,"Busan, Republic of Korea",48,2014,25,2014
Republic of Korea,Gyeongnam,"Gyeongnam, Republic of Korea",48,2014,25,2014
Republic of Korea,Jeju,"Jeju, Republic of Korea",47,2014,24,2014
Republic of Korea,Seoul,"Seoul, Republic of Korea",46,2014,24,2014
Republic of Korea,Ulsan,"Ulsan, Republic of Korea",46,2014,24,2014
Republic of Korea,Daegu,"Daegu, Republic of Korea",45,2014,23,2014
Republic of Korea,Chungnam,"Chungnam, Republic of Korea",42,2014,22,2014
Republic of Korea,Daejeon,"Daejeon, Republic of Korea",41,2014,21,2014
Republic of Korea,Gwangju,"Gwangju, Republic of Korea",41,2014,21,2014
Republic of Korea,Jeonnam,"Jeonnam, Republic of Korea",38,2014,20,2014
Romania,IASI,"IASI, Romania",44,2013,19,2013
Romania,ROVINARI,"ROVINARI, Romania",38,2013,28,2013
Romania,CONSTANTA,"CONSTANTA, Romania",36,2013,27,2013
Romania,TOMESTI,"TOMESTI, Romania",31,2013,23,2013
Romania,BUCHAREST,"BUCHAREST, Romania",30,2013,22,2013
