conflict_id,year,location_inc,side_a,side_a_2nd,side_b,side_b_2nd,territory_name,bdbest,type_of_conflict,battle_location,region
333,1997,Afghanistan,Government of Afghanistan,,UIFSA,,,6396,3,Afghanistan,3
333,1998,Afghanistan,Government of Afghanistan,,UIFSA,,,6256,3,Afghanistan,3
333,1999,Afghanistan,Government of Afghanistan,,UIFSA,,,4629,3,Afghanistan,3
333,2000,Afghanistan,Government of Afghanistan,,UIFSA,,,5235,3,Afghanistan,3
333,2001,Afghanistan,Government of Afghanistan,,UIFSA,Government of Iran,,2328,4,Afghanistan,3
333,2002,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan,,,30,3,Afghanistan,3
333,2003,Afghanistan,Government of Afghanistan,", Government of Australia, Government of Denmark, Government of France, Government of Germany, Government of Italy, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Rumania, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban",,,660,"3, 4",Afghanistan,3
333,2004,Afghanistan,Government of Afghanistan,"Government of Belgium, Government of Canada, Government of Czech Republic, Government of France, Government of Germany, Government of Italy, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Spain, Government of United Kingdom, Government of United States of America",Taleban,,,711,4,"Afghanistan, Pakistan",3
333,2005,Afghanistan,Government of Afghanistan,"Government of Australia, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Germany, Government of Italy, Government of Netherlands, Government of Norway, Government of Pakistan, Government of Poland, Government of Rumania, Government of Slovakia, Government of Spain, Government of United Kingdom, Government of United States of America",Taleban,,,1628,4,"Afghanistan, Pakistan",3
333,2006,Afghanistan,Government of Afghanistan,", Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Switzerland, Government of Turkey, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban",,,4734,"3, 4","Afghanistan, Afghanistan, Pakistan",3
333,2007,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Jordan, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Switzerland, Government of Turkey, Government of United Kingdom, Government of United States of America",Taleban,,,6843,4,"Afghanistan, Pakistan",3
333,2008,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban",,,5655,4,"Afghanistan, Pakistan",3
333,2009,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Australia, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban",,,6381,4,"Afghanistan, Afghanistan, Pakistan",3
333,2010,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Jordan, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America, Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Jordan, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban",,,7029,4,"Afghanistan, Afghanistan, Pakistan",3
333,2011,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America, Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban",,,7425,4,"Afghanistan, Afghanistan, Pakistan",3
333,2012,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Bahrain, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",Taleban,,,7728,4,"Afghanistan, Pakistan",3
333,2013,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America, Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban",,,8048,4,"Afghanistan, Afghanistan, Pakistan",3
333,2014,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Jordan, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",Taleban,,,12346,4,"Afghanistan, Pakistan",3
333,2015,Afghanistan,Government of Afghanistan,"Government of Pakistan, Government of United States of America",Taleban,,,16581,4,"Afghanistan, Pakistan",3
333,2016,Afghanistan,Government of Afghanistan,"Government of Pakistan, Government of United States of America",Taleban,,,15778,4,"Afghanistan, Pakistan",3
333,2017,Afghanistan,Government of Afghanistan,"Government of Pakistan, Government of United States of America",Taleban,,,16129,4,"Afghanistan, Pakistan",3
335,1992,India,Government of India,,ATTF,,Tripura,29,3,India,3
335,1997,India,Government of India,,"ATTF, NLFT",,Tripura,72,3,India,3
335,1999,India,Government of India,,NLFT,,Tripura,32,3,India,3
335,2000,India,Government of India,,NLFT,,Tripura,61,3,India,3
335,2001,India,Government of India,,NLFT,,Tripura,32,3,India,3
335,2002,India,Government of India,,NLFT,,Tripura,40,3,India,3
335,2003,India,Government of India,,NLFT,,Tripura,32,3,India,3
335,2004,India,Government of India,,NLFT-B,,Tripura,26,3,India,3
336,1989,Nicaragua,Government of Nicaragua,,Contras/FDN,,,526,3,Nicaragua,5
336,1990,Nicaragua,Government of Nicaragua,,Contras/FDN,,,39,3,Nicaragua,5
337,1989,Somalia,Government of Somalia,,"SNM, SPM",,,379,3,"Djibouti, Somalia, Somalia",4
337,1990,Somalia,Government of Somalia,,"SNM, SPM, USC/SSA",,,2710,3,"Djibouti, Somalia, Somalia",4
337,1991,Somalia,Government of Somalia,,"SNM, SPM, USC/SNA, USC/SSA",,,8005,3,Somalia,4
337,1992,Somalia,Government of Somalia,,USC/SNA,,,1154,3,Somalia,4
337,1993,Somalia,Government of Somalia,,USC/SNA,,,25,3,Somalia,4
337,1994,Somalia,Government of Somalia,,USC/SNA,,,237,3,Somalia,4
337,1995,Somalia,Government of Somalia,,USC/SNA,,,104,3,Somalia,4
337,1996,Somalia,Government of Somalia,,USC/SNA,,,256,3,Somalia,4
337,2001,Somalia,Government of Somalia,,SRRC,,,228,3,Somalia,4
337,2002,Somalia,Government of Somalia,,SRRC,,,114,3,Somalia,4
337,2006,Somalia,Government of Somalia,Government of Ethiopia,ARS/UIC,,,547,4,Somalia,4
337,2007,Somalia,Government of Somalia,Government of Ethiopia,ARS/UIC,,,1546,4,"Kenya, Somalia",4
337,2008,Somalia,Government of Somalia,Government of Ethiopia,"ARS/UIC, Al-Shabaab",,,1491,4,Somalia,4
337,2009,Somalia,Government of Somalia,Government of Ethiopia,"Al-Shabaab, Hizbul Islam",,,1467,4,Somalia,4
337,2010,Somalia,Government of Somalia,Government of Ethiopia,"Al-Shabaab, Hizbul Islam",,,2151,4,Somalia,4
337,2011,Somalia,Government of Somalia,"Government of Ethiopia, Government of Kenya",Al-Shabaab,,,1938,4,"Kenya, Somalia",4
337,2012,Somalia,Government of Somalia,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda",Al-Shabaab,,,2646,4,"Kenya, Somalia",4
337,2013,Somalia,Government of Somalia,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda",Al-Shabaab,,,940,4,"Ethiopia, Kenya, Somalia",4
337,2014,Somalia,Government of Somalia,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda",Al-Shabaab,,,1155,4,"Ethiopia, Kenya, Somalia",4
337,2015,Somalia,Government of Somalia,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America",Al-Shabaab,,,1178,4,"Kenya, Somalia",4
337,2016,Somalia,Government of Somalia,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America",Al-Shabaab,,,1925,4,Somalia,4
337,2017,Somalia,Government of Somalia,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America",Al-Shabaab,,,1837,4,Somalia,4
338,1991,Iran,Government of Iran,,MEK,,,45,3,"Iran, Iraq",2
338,1993,Iran,Government of Iran,,MEK,,,76,3,"Iran, Iraq, Italy, Pakistan",2
338,1997,Iran,Government of Iran,,MEK,,,38,3,"Iran, Iraq",2
338,1999,Iran,Government of Iran,,MEK,,,28,3,"Iran, Iraq",2
338,2000,Iran,Government of Iran,,MEK,,,40,3,"Iran, Iraq",2
338,2001,Iran,Government of Iran,,MEK,,,119,3,"Iran, Iraq",2
338,2005,Iran,Government of Iran,,PJAK,,,28,3,Iran,2
338,2006,Iran,Government of Iran,,"Jondullah, PJAK",,,57,3,"Iran, Iran, Iraq",2
338,2007,Iran,Government of Iran,,"Jondullah, PJAK",,,72,3,"Iran, Iran, Iraq",2
338,2008,Iran,Government of Iran,,"Jondullah, PJAK",,,121,3,"Iran, Iraq, Iran, Pakistan",2
338,2009,Iran,Government of Iran,,"Jondullah, PJAK",,,133,3,Iran,2
338,2010,Iran,Government of Iran,,Jondullah,,,74,3,Iran,2
338,2011,Iran,Government of Iran,,PJAK,,,228,3,"Iran, Iraq",2
341,1989,Liberia,Government of Liberia,,NPFL,,,27,3,Liberia,4
341,1990,Liberia,Government of Liberia,,"INPFL, NPFL",,,347,3,"Ivory Coast, Liberia, Liberia",4
341,2000,Liberia,Government of Liberia,,LURD,,,57,3,Liberia,4
341,2001,Liberia,Government of Liberia,,LURD,,,341,3,Liberia,4
341,2002,Liberia,Government of Liberia,,LURD,,,492,3,Liberia,4
341,2003,Liberia,Government of Liberia,,"LURD, MODEL",,,1787,3,Liberia,4
342,1991,Spain,Government of Spain,,ETA,,Basque,44,3,Spain,1
347,1993,India,Government of India,,UNLF,,Manipur,25,3,India,3
347,1994,India,Government of India,,UNLF,,Manipur,25,3,India,3
347,1995,India,Government of India,,PLA,,Manipur,25,3,India,3
347,1996,India,Government of India,,PLA,,Manipur,28,3,India,3
347,1998,India,Government of India,,PLA,,Manipur,25,3,India,3
347,1999,India,Government of India,,UNLF,,Manipur,31,3,India,3
347,2000,India,Government of India,,"PLA, UNLF",,Manipur,60,3,India,3
347,2003,India,Government of India,,UNLF,,Manipur,27,3,India,3
347,2004,India,Government of India,,"PLA, UNLF",,Manipur,60,3,India,3
347,2005,India,Government of India,,UNLF,,Manipur,47,3,India,3
347,2006,India,Government of India,,"PLA, UNLF",,Manipur,73,3,India,3
347,2007,India,Government of India,,UNLF,,Manipur,45,3,India,3
347,2008,India,Government of India,,"KCP, PREPAK",,Manipur,99,3,India,3
347,2009,India,Government of India,,"KCP, PREPAK, UNLF",,Manipur,96,3,India,3
351,1989,India,Government of India,,Sikh insurgents,,Punjab/Khalistan,905,3,India,3
351,1990,India,Government of India,,Sikh insurgents,,Punjab/Khalistan,1839,3,India,3
351,1991,India,Government of India,,Sikh insurgents,,Punjab/Khalistan,2673,3,India,3
351,1992,India,Government of India,,Sikh insurgents,,Punjab/Khalistan,2390,3,India,3
351,1993,India,Government of India,,Sikh insurgents,,Punjab/Khalistan,358,3,India,3
352,1989,Sri Lanka,Government of Sri Lanka,,"EPRLF, LTTE",,Eelam,145,3,Sri Lanka,3
352,1990,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,3561,3,Sri Lanka,3
352,1991,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,6432,3,Sri Lanka,3
352,1992,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,4091,3,Sri Lanka,3
352,1993,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,2075,3,Sri Lanka,3
352,1994,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,657,3,Sri Lanka,3
352,1995,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,4755,3,Sri Lanka,3
352,1996,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,3868,3,"France, Sri Lanka",3
352,1997,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,2880,3,Sri Lanka,3
352,1998,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,3762,3,Sri Lanka,3
352,1999,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,1882,3,Sri Lanka,3
352,2000,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,2525,3,Sri Lanka,3
352,2001,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,1144,3,Sri Lanka,3
352,2003,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,29,3,Sri Lanka,3
352,2005,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,88,3,Sri Lanka,3
352,2006,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,1970,3,Sri Lanka,3
352,2007,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,2494,3,Sri Lanka,3
352,2008,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,8262,3,Sri Lanka,3
352,2009,Sri Lanka,Government of Sri Lanka,,LTTE,,Eelam,10165,3,Sri Lanka,3
353,2016,Cameroon,Government of Cameroon,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,,32,3,Cameroon,4
353,2017,Cameroon,Government of Cameroon,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,,63,3,Cameroon,4
353,2015,Cameroon,Government of Cameroon,Government of Chad,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,,712,4,Cameroon,4
354,1989,Turkey,Government of Turkey,,PKK,,Kurdistan,227,3,Turkey,2
354,1990,Turkey,Government of Turkey,,PKK,,Kurdistan,245,3,Turkey,2
354,1991,Turkey,Government of Turkey,,PKK,,Kurdistan,304,3,Turkey,2
354,1992,Turkey,Government of Turkey,,PKK,,Kurdistan,1518,3,"Iraq, Turkey",2
354,1993,Turkey,Government of Turkey,,PKK,,Kurdistan,2117,3,Turkey,2
354,1994,Turkey,Government of Turkey,,PKK,,Kurdistan,3980,3,"Iraq, Turkey",2
354,1995,Turkey,Government of Turkey,,PKK,,Kurdistan,3076,3,"Iraq, Turkey",2
354,1996,Turkey,Government of Turkey,,PKK,,Kurdistan,3573,3,"Iraq, Turkey",2
354,1997,Turkey,Government of Turkey,,PKK,,Kurdistan,4183,3,"Iraq, Turkey",2
354,1998,Turkey,Government of Turkey,,PKK,,Kurdistan,1952,3,"Iraq, Turkey",2
354,1999,Turkey,Government of Turkey,,PKK,,Kurdistan,1390,3,"Iraq, Turkey",2
354,2000,Turkey,Government of Turkey,,PKK,,Kurdistan,174,3,"Iraq, Turkey",2
354,2001,Turkey,Government of Turkey,,PKK,,Kurdistan,81,3,Turkey,2
354,2002,Turkey,Government of Turkey,,PKK,,Kurdistan,51,3,"Iraq, Turkey",2
354,2003,Turkey,Government of Turkey,,PKK,,Kurdistan,79,3,"Iraq, Turkey",2
354,2004,Turkey,Government of Turkey,,PKK,,Kurdistan,183,3,Turkey,2
354,2005,Turkey,Government of Turkey,,PKK,,Kurdistan,330,3,Turkey,2
354,2006,Turkey,Government of Turkey,,PKK,,Kurdistan,210,3,Turkey,2
354,2007,Turkey,Government of Turkey,,PKK,,Kurdistan,458,3,"Iraq, Turkey",2
354,2008,Turkey,Government of Turkey,,PKK,,Kurdistan,513,3,"Iraq, Turkey",2
354,2009,Turkey,Government of Turkey,,PKK,,Kurdistan,133,3,"Iraq, Turkey",2
354,2010,Turkey,Government of Turkey,,PKK,,Kurdistan,326,3,"Iraq, Turkey",2
354,2011,Turkey,Government of Turkey,,PKK,,Kurdistan,603,3,"Iraq, Turkey",2
354,2012,Turkey,Government of Turkey,,PKK,,Kurdistan,811,3,"Iraq, Turkey",2
354,2013,Turkey,Government of Turkey,,PKK,,Kurdistan,30,3,"Iraq, Turkey",2
354,2015,Turkey,Government of Turkey,,PKK,,Kurdistan,904,3,"Iraq, Turkey",2
354,2016,Turkey,Government of Turkey,,PKK,,Kurdistan,1063,3,"Iraq, Turkey",2
354,2017,Turkey,Government of Turkey,,PKK,,Kurdistan,703,3,"Iraq, Syria, Turkey",2
362,1989,Comoros,Government of Comoros,,Presidential guard,,,29,3,Comoros,4
363,1996,Ethiopia,Government of Ethiopia,,ARDUF,,Afar,25,3,Ethiopia,4
364,1990,India,Government of India,,Kashmir insurgents,,Kashmir,407,3,India,3
364,1991,India,Government of India,,Kashmir insurgents,,Kashmir,330,3,India,3
364,1992,India,Government of India,,Kashmir insurgents,,Kashmir,265,3,India,3
364,1993,India,Government of India,,Kashmir insurgents,,Kashmir,846,3,India,3
364,1994,India,Government of India,,Kashmir insurgents,,Kashmir,958,3,India,3
364,1995,India,Government of India,,Kashmir insurgents,,Kashmir,687,3,India,3
364,1996,India,Government of India,,Kashmir insurgents,,Kashmir,489,3,India,3
364,1997,India,Government of India,,Kashmir insurgents,,Kashmir,533,3,India,3
364,1998,India,Government of India,,Kashmir insurgents,,Kashmir,576,3,India,3
364,1999,India,Government of India,,Kashmir insurgents,,Kashmir,864,3,India,3
364,2000,India,Government of India,,Kashmir insurgents,,Kashmir,2353,3,"India, Pakistan",3
364,2001,India,Government of India,,Kashmir insurgents,,Kashmir,734,3,India,3
364,2002,India,Government of India,,Kashmir insurgents,,Kashmir,1464,3,India,3
364,2003,India,Government of India,,Kashmir insurgents,,Kashmir,1149,3,India,3
364,2004,India,Government of India,,Kashmir insurgents,,Kashmir,1094,3,India,3
364,2005,India,Government of India,,Kashmir insurgents,,Kashmir,1058,3,India,3
364,2006,India,Government of India,,Kashmir insurgents,,Kashmir,705,3,India,3
364,2007,India,Government of India,,Kashmir insurgents,,Kashmir,550,3,India,3
364,2008,India,Government of India,,Kashmir insurgents,,Kashmir,493,3,India,3
364,2009,India,Government of India,,Kashmir insurgents,,Kashmir,361,3,India,3
364,2010,India,Government of India,,Kashmir insurgents,,Kashmir,370,3,India,3
364,2011,India,Government of India,,Kashmir insurgents,,Kashmir,140,3,India,3
364,2012,India,Government of India,,Kashmir insurgents,,Kashmir,141,3,India,3
364,2013,India,Government of India,,Kashmir insurgents,,Kashmir,146,3,India,3
364,2014,India,Government of India,,Kashmir insurgents,,Kashmir,172,3,India,3
364,2015,India,Government of India,,Kashmir insurgents,,Kashmir,165,3,India,3
364,2016,India,Government of India,,Kashmir insurgents,,Kashmir,281,3,"Afghanistan, India",3
364,2017,India,Government of India,,Kashmir insurgents,,Kashmir,321,3,India,3
365,1990,India,Government of India,,ULFA,,Assam,30,3,India,3
365,1994,India,Government of India,,ULFA,,Assam,25,3,India,3
365,1995,India,Government of India,,ULFA,,Assam,29,3,India,3
365,1996,India,Government of India,,ULFA,,Assam,48,3,India,3
365,1997,India,Government of India,,ULFA,,Assam,112,3,India,3
365,1998,India,Government of India,,ULFA,,Assam,55,3,India,3
365,1999,India,Government of India,,ULFA,,Assam,53,3,India,3
365,2000,India,Government of India,,ULFA,,Assam,87,3,India,3
365,2001,India,Government of India,,ULFA,,Assam,113,3,India,3
365,2002,India,Government of India,,ULFA,,Assam,59,3,India,3
365,2003,India,Government of India,,ULFA,,Assam,43,3,India,3
365,2004,India,Government of India,,ULFA,,Assam,70,3,India,3
365,2005,India,Government of India,,ULFA,,Assam,78,3,India,3
365,2006,India,Government of India,,ULFA,,Assam,49,3,India,3
365,2007,India,Government of India,,ULFA,,Assam,114,3,India,3
365,2008,India,Government of India,,ULFA,,Assam,75,3,India,3
365,2009,India,Government of India,,ULFA,,Assam,63,3,India,3
365,2010,India,Government of India,,ULFA,,Assam,32,3,India,3
366,1990,Indonesia,Government of Indonesia,,GAM,,Aceh,72,3,Indonesia,3
366,1991,Indonesia,Government of Indonesia,,GAM,,Aceh,58,3,Indonesia,3
366,1999,Indonesia,Government of Indonesia,,GAM,,Aceh,187,3,Indonesia,3
